hotel_id,room_type,competitor,check_in_date,price,currency,is_available,source,collected_at
H001,standard,agoda,2025-09-05,5313.42,INR,True,synthetic,2025-08-29 11:19:00+00:00
H001,standard,makemytrip,2025-09-05,5938.17,INR,True,synthetic,2025-08-29 09:38:00+00:00
H001,deluxe,booking,2025-09-05,7236.7,INR,False,synthetic,2025-08-29 09:48:00+00:00
H001,deluxe,expedia,2025-09-05,7418.54,INR,True,synthetic,2025-08-29 12:38:00+00:00
H001,deluxe,agoda,2025-09-05,6869.76,INR,False,synthetic,2025-08-29 11:30:00+00:00
H001,deluxe,makemytrip,2025-09-05,7769.29,INR,True,synthetic,2025-08-29 12:31:00+00:00
H001,premium,booking,2025-09-05,9331.39,INR,False,synthetic,2025-08-29 10:28:00+00:00
H001,premium,expedia,2025-09-05,8269.61,INR,True,synthetic,2025-08-29 11:26:00+00:00
H001,premium,agoda,2025-09-05,8685.82,INR,True,synthetic,2025-08-29 11:23:00+00:00
H001,premium,makemytrip,2025-09-05,9461.6,INR,True,synthetic,2025-08-29 12:38:00+00:00
H001,suite,expedia,2025-09-05,12729.14,INR,True,synthetic,2025-08-29 09:33:00+00:00
H001,suite,agoda,2025-09-05,12748.25,INR,True,synthetic,2025-08-29 10:21:00+00:00
H001,suite,makemytrip,2025-09-05,14886.77,INR,True,synthetic,2025-08-29 12:20:00+00:00
H001,standard,booking,2025-09-06,5313.48,INR,True,synthetic,2025-08-30 10:29:00+00:00
H001,standard,agoda,2025-09-06,5244.0,INR,False,synthetic,2025-08-30 09:51:00+00:00
H001,standard,makemytrip,2025-09-06,5497.94,INR,True,synthetic,2025-08-30 11:05:00+00:00
H001,deluxe,expedia,2025-09-06,6265.8,INR,True,synthetic,2025-08-30 10:24:00+00:00
H001,deluxe,agoda,2025-09-06,5901.3,INR,True,synthetic,2025-08-30 10:47:00+00:00
H001,deluxe,makemytrip,2025-09-06,6433.76,INR,True,synthetic,2025-08-30 10:57:00+00:00
H001,premium,booking,2025-09-06,8815.85,INR,True,synthetic,2025-08-30 11:08:00+00:00
H001,premium,expedia,2025-09-06,8598.72,INR,True,synthetic,2025-08-30 12:27:00+00:00
H001,premium,agoda,2025-09-06,8187.9,INR,True,synthetic,2025-08-30 09:44:00+00:00
H001,premium,makemytrip,2025-09-06,8962.13,INR,True,synthetic,2025-08-30 11:33:00+00:00
H001,suite,booking,2025-09-06,13720.97,INR,True,synthetic,2025-08-30 11:44:00+00:00
H001,suite,expedia,2025-09-06,13831.08,INR,True,synthetic,2025-08-30 10:16:00+00:00
H001,suite,agoda,2025-09-06,12340.58,INR,True,synthetic,2025-08-30 09:31:00+00:00
H001,suite,makemytrip,2025-09-06,13952.1,INR,True,synthetic,2025-08-30 12:18:00+00:00
H001,standard,booking,2025-09-07,6087.42,INR,True,synthetic,2025-08-31 11:50:00+00:00
H001,standard,expedia,2025-09-07,5375.54,INR,True,synthetic,2025-08-31 11:17:00+00:00
H001,standard,agoda,2025-09-07,5389.86,INR,True,synthetic,2025-08-31 12:07:00+00:00
H001,standard,makemytrip,2025-09-07,6152.15,INR,True,synthetic,2025-08-31 11:46:00+00:00
H001,deluxe,booking,2025-09-07,6685.81,INR,False,synthetic,2025-08-31 09:10:00+00:00
H001,deluxe,agoda,2025-09-07,6485.67,INR,True,synthetic,2025-08-31 09:20:00+00:00
H001,deluxe,makemytrip,2025-09-07,7203.55,INR,True,synthetic,2025-08-31 10:00:00+00:00
H001,premium,expedia,2025-09-07,8699.76,INR,True,synthetic,2025-08-31 12:48:00+00:00
H001,premium,agoda,2025-09-07,8204.55,INR,True,synthetic,2025-08-31 10:34:00+00:00
H001,premium,makemytrip,2025-09-07,8912.36,INR,True,synthetic,2025-08-31 09:35:00+00:00
H001,suite,booking,2025-09-07,14087.64,INR,True,synthetic,2025-08-31 10:20:00+00:00
H001,suite,expedia,2025-09-07,13369.16,INR,True,synthetic,2025-08-31 12:33:00+00:00
H001,suite,agoda,2025-09-07,13254.41,INR,True,synthetic,2025-08-31 12:30:00+00:00
H001,suite,makemytrip,2025-09-07,13916.57,INR,True,synthetic,2025-08-31 09:25:00+00:00
H001,standard,booking,2025-09-08,7212.48,INR,True,synthetic,2025-09-01 09:53:00+00:00
H001,standard,expedia,2025-09-08,6653.82,INR,True,synthetic,2025-09-01 12:27:00+00:00
H001,standard,agoda,2025-09-08,6573.7,INR,True,synthetic,2025-09-01 11:22:00+00:00
H001,standard,makemytrip,2025-09-08,6892.9,INR,True,synthetic,2025-09-01 12:06:00+00:00
H001,deluxe,expedia,2025-09-08,8079.84,INR,True,synthetic,2025-09-01 10:43:00+00:00
H001,deluxe,agoda,2025-09-08,7572.32,INR,True,synthetic,2025-09-01 09:10:00+00:00
H001,premium,booking,2025-09-08,10192.46,INR,True,synthetic,2025-09-01 09:27:00+00:00
H001,premium,expedia,2025-09-08,9843.23,INR,True,synthetic,2025-09-01 11:18:00+00:00
H001,premium,agoda,2025-09-08,8971.34,INR,True,synthetic,2025-09-01 10:51:00+00:00
H001,premium,makemytrip,2025-09-08,9561.04,INR,True,synthetic,2025-09-01 12:18:00+00:00
H001,suite,booking,2025-09-08,15065.94,INR,True,synthetic,2025-09-01 12:34:00+00:00
H001,suite,expedia,2025-09-08,14838.99,INR,True,synthetic,2025-09-01 09:03:00+00:00
H001,suite,agoda,2025-09-08,13467.2,INR,True,synthetic,2025-09-01 12:22:00+00:00
H001,suite,makemytrip,2025-09-08,14993.56,INR,True,synthetic,2025-09-01 11:15:00+00:00
H001,standard,booking,2025-09-09,6336.02,INR,True,synthetic,2025-09-02 12:51:00+00:00
H001,standard,agoda,2025-09-09,6297.12,INR,True,synthetic,2025-09-02 11:44:00+00:00
H001,standard,makemytrip,2025-09-09,6739.14,INR,True,synthetic,2025-09-02 10:22:00+00:00
H001,deluxe,booking,2025-09-09,7882.85,INR,True,synthetic,2025-09-02 09:38:00+00:00
H001,deluxe,expedia,2025-09-09,7636.07,INR,True,synthetic,2025-09-02 09:42:00+00:00
H001,deluxe,agoda,2025-09-09,7287.08,INR,False,synthetic,2025-09-02 09:06:00+00:00
H001,premium,booking,2025-09-09,10206.52,INR,False,synthetic,2025-09-02 12:09:00+00:00
H001,premium,expedia,2025-09-09,10597.62,INR,False,synthetic,2025-09-02 09:20:00+00:00
H001,premium,makemytrip,2025-09-09,11270.49,INR,True,synthetic,2025-09-02 09:45:00+00:00
H001,suite,booking,2025-09-09,14638.73,INR,True,synthetic,2025-09-02 12:54:00+00:00
H001,suite,expedia,2025-09-09,14389.23,INR,False,synthetic,2025-09-02 11:59:00+00:00
H001,suite,agoda,2025-09-09,14430.68,INR,True,synthetic,2025-09-02 12:18:00+00:00
H001,suite,makemytrip,2025-09-09,15647.22,INR,True,synthetic,2025-09-02 09:33:00+00:00
H001,standard,booking,2025-09-10,6437.39,INR,True,synthetic,2025-09-03 09:17:00+00:00
H001,standard,expedia,2025-09-10,6767.05,INR,True,synthetic,2025-09-03 10:20:00+00:00
H001,standard,makemytrip,2025-09-10,7134.42,INR,True,synthetic,2025-09-03 12:42:00+00:00
H001,deluxe,booking,2025-09-10,9067.16,INR,False,synthetic,2025-09-03 09:15:00+00:00
H001,deluxe,expedia,2025-09-10,8004.89,INR,False,synthetic,2025-09-03 10:08:00+00:00
H001,deluxe,agoda,2025-09-10,7972.48,INR,True,synthetic,2025-09-03 11:25:00+00:00
H001,deluxe,makemytrip,2025-09-10,9105.46,INR,True,synthetic,2025-09-03 11:51:00+00:00
H001,premium,expedia,2025-09-10,10455.04,INR,False,synthetic,2025-09-03 09:49:00+00:00
H001,premium,agoda,2025-09-10,10166.26,INR,True,synthetic,2025-09-03 10:08:00+00:00
H001,premium,makemytrip,2025-09-10,10752.49,INR,True,synthetic,2025-09-03 11:33:00+00:00
H001,suite,makemytrip,2025-09-10,16543.2,INR,True,synthetic,2025-09-03 11:13:00+00:00
H001,standard,booking,2025-09-11,6371.6,INR,True,synthetic,2025-09-04 11:08:00+00:00
H001,standard,expedia,2025-09-11,5757.12,INR,True,synthetic,2025-09-04 09:36:00+00:00
H001,standard,makemytrip,2025-09-11,6777.39,INR,True,synthetic,2025-09-04 12:18:00+00:00
H001,deluxe,booking,2025-09-11,7698.65,INR,True,synthetic,2025-09-04 12:14:00+00:00
H001,deluxe,expedia,2025-09-11,7787.98,INR,True,synthetic,2025-09-04 12:21:00+00:00
H001,deluxe,agoda,2025-09-11,7136.57,INR,True,synthetic,2025-09-04 09:22:00+00:00
H001,deluxe,makemytrip,2025-09-11,8095.58,INR,True,synthetic,2025-09-04 10:56:00+00:00
H001,premium,booking,2025-09-11,10294.82,INR,False,synthetic,2025-09-04 11:46:00+00:00
H001,premium,expedia,2025-09-11,9074.97,INR,True,synthetic,2025-09-04 11:19:00+00:00
H001,premium,makemytrip,2025-09-11,10318.11,INR,True,synthetic,2025-09-04 12:09:00+00:00
H001,suite,expedia,2025-09-11,14511.88,INR,True,synthetic,2025-09-04 09:00:00+00:00
H001,suite,agoda,2025-09-11,13597.2,INR,True,synthetic,2025-09-04 12:16:00+00:00
H001,suite,makemytrip,2025-09-11,15508.18,INR,True,synthetic,2025-09-04 09:14:00+00:00
H001,standard,booking,2025-09-12,5738.27,INR,True,synthetic,2025-09-05 12:10:00+00:00
H001,standard,expedia,2025-09-12,5536.51,INR,True,synthetic,2025-09-05 09:56:00+00:00
H001,standard,agoda,2025-09-12,5442.72,INR,True,synthetic,2025-09-05 10:47:00+00:00
H001,standard,makemytrip,2025-09-12,5830.39,INR,True,synthetic,2025-09-05 10:44:00+00:00
H001,deluxe,booking,2025-09-12,6999.32,INR,True,synthetic,2025-09-05 10:42:00+00:00
H001,deluxe,agoda,2025-09-12,6842.67,INR,False,synthetic,2025-09-05 12:02:00+00:00
H001,deluxe,makemytrip,2025-09-12,7024.82,INR,True,synthetic,2025-09-05 12:54:00+00:00
H001,premium,booking,2025-09-12,8779.02,INR,True,synthetic,2025-09-05 12:04:00+00:00
H001,premium,expedia,2025-09-12,8869.08,INR,True,synthetic,2025-09-05 11:19:00+00:00
H001,premium,agoda,2025-09-12,8420.36,INR,True,synthetic,2025-09-05 12:55:00+00:00
H001,premium,makemytrip,2025-09-12,9216.02,INR,True,synthetic,2025-09-05 12:16:00+00:00
H001,suite,booking,2025-09-12,13421.48,INR,True,synthetic,2025-09-05 09:42:00+00:00
H001,suite,expedia,2025-09-12,13339.49,INR,True,synthetic,2025-09-05 12:56:00+00:00
H001,suite,agoda,2025-09-12,12255.94,INR,True,synthetic,2025-09-05 11:03:00+00:00
H001,suite,makemytrip,2025-09-12,14009.53,INR,True,synthetic,2025-09-05 12:59:00+00:00
H001,standard,booking,2025-09-13,5287.04,INR,True,synthetic,2025-09-06 11:43:00+00:00
H001,standard,agoda,2025-09-13,5199.99,INR,True,synthetic,2025-09-06 11:26:00+00:00
H001,standard,makemytrip,2025-09-13,5596.09,INR,False,synthetic,2025-09-06 11:53:00+00:00
H001,deluxe,booking,2025-09-13,7676.22,INR,True,synthetic,2025-09-06 09:56:00+00:00
H001,deluxe,expedia,2025-09-13,7417.84,INR,False,synthetic,2025-09-06 11:17:00+00:00
H001,deluxe,agoda,2025-09-13,6692.94,INR,True,synthetic,2025-09-06 11:43:00+00:00
H001,deluxe,makemytrip,2025-09-13,7928.47,INR,True,synthetic,2025-09-06 12:51:00+00:00
H001,premium,booking,2025-09-13,9539.23,INR,True,synthetic,2025-09-06 09:14:00+00:00
H001,premium,expedia,2025-09-13,8780.05,INR,False,synthetic,2025-09-06 10:26:00+00:00
H001,premium,agoda,2025-09-13,8583.05,INR,True,synthetic,2025-09-06 10:41:00+00:00
H001,premium,makemytrip,2025-09-13,9468.22,INR,True,synthetic,2025-09-06 09:39:00+00:00
H001,suite,booking,2025-09-13,13504.51,INR,True,synthetic,2025-09-06 09:13:00+00:00
H001,suite,expedia,2025-09-13,13293.7,INR,True,synthetic,2025-09-06 09:04:00+00:00
H001,suite,agoda,2025-09-13,13610.2,INR,True,synthetic,2025-09-06 12:32:00+00:00
H001,suite,makemytrip,2025-09-13,14276.12,INR,True,synthetic,2025-09-06 09:42:00+00:00
H001,standard,booking,2025-09-14,5494.41,INR,True,synthetic,2025-09-07 12:16:00+00:00
H001,standard,agoda,2025-09-14,5779.38,INR,True,synthetic,2025-09-07 10:42:00+00:00
H001,standard,makemytrip,2025-09-14,6421.78,INR,True,synthetic,2025-09-07 12:57:00+00:00
H001,deluxe,booking,2025-09-14,7124.38,INR,True,synthetic,2025-09-07 11:17:00+00:00
H001,deluxe,expedia,2025-09-14,7310.95,INR,True,synthetic,2025-09-07 09:53:00+00:00
H001,deluxe,makemytrip,2025-09-14,7629.41,INR,True,synthetic,2025-09-07 12:19:00+00:00
H001,premium,expedia,2025-09-14,8103.71,INR,True,synthetic,2025-09-07 10:29:00+00:00
H001,premium,agoda,2025-09-14,8557.44,INR,True,synthetic,2025-09-07 10:04:00+00:00
H001,premium,makemytrip,2025-09-14,8750.15,INR,True,synthetic,2025-09-07 09:45:00+00:00
H001,suite,booking,2025-09-14,14260.52,INR,True,synthetic,2025-09-07 10:13:00+00:00
H001,suite,expedia,2025-09-14,14106.04,INR,True,synthetic,2025-09-07 09:48:00+00:00
H001,suite,agoda,2025-09-14,12845.29,INR,True,synthetic,2025-09-07 11:01:00+00:00
H001,suite,makemytrip,2025-09-14,14084.99,INR,True,synthetic,2025-09-07 11:52:00+00:00
H001,standard,expedia,2025-09-15,6590.21,INR,False,synthetic,2025-08-25 10:26:00+00:00
H001,standard,agoda,2025-09-15,6108.96,INR,True,synthetic,2025-08-25 11:33:00+00:00
H001,standard,makemytrip,2025-09-15,6395.46,INR,True,synthetic,2025-08-25 12:32:00+00:00
H001,standard,booking,2025-09-15,6155.68,INR,False,synthetic,2025-09-08 11:00:00+00:00
H001,standard,agoda,2025-09-15,5586.86,INR,True,synthetic,2025-09-08 09:45:00+00:00
H001,deluxe,booking,2025-09-15,7359.93,INR,False,synthetic,2025-08-25 12:47:00+00:00
H001,deluxe,expedia,2025-09-15,7754.45,INR,True,synthetic,2025-08-25 10:33:00+00:00
H001,deluxe,agoda,2025-09-15,7249.96,INR,False,synthetic,2025-08-25 10:47:00+00:00
H001,deluxe,makemytrip,2025-09-15,7909.68,INR,True,synthetic,2025-08-25 12:35:00+00:00
H001,deluxe,booking,2025-09-15,8739.49,INR,False,synthetic,2025-09-08 09:29:00+00:00
H001,deluxe,expedia,2025-09-15,8059.89,INR,False,synthetic,2025-09-08 12:55:00+00:00
H001,deluxe,agoda,2025-09-15,8076.67,INR,False,synthetic,2025-09-08 09:27:00+00:00
H001,premium,booking,2025-09-15,10464.26,INR,True,synthetic,2025-08-25 10:51:00+00:00
H001,premium,expedia,2025-09-15,9691.29,INR,True,synthetic,2025-08-25 12:42:00+00:00
H001,premium,agoda,2025-09-15,9376.95,INR,False,synthetic,2025-08-25 09:09:00+00:00
H001,premium,makemytrip,2025-09-15,10286.66,INR,True,synthetic,2025-08-25 11:51:00+00:00
H001,premium,booking,2025-09-15,10217.01,INR,True,synthetic,2025-09-08 11:40:00+00:00
H001,premium,expedia,2025-09-15,9442.34,INR,True,synthetic,2025-09-08 10:15:00+00:00
H001,premium,agoda,2025-09-15,9051.26,INR,True,synthetic,2025-09-08 09:45:00+00:00
H001,premium,makemytrip,2025-09-15,10262.78,INR,True,synthetic,2025-09-08 11:28:00+00:00
H001,suite,booking,2025-09-15,14603.58,INR,True,synthetic,2025-08-25 12:26:00+00:00
H001,suite,expedia,2025-09-15,14208.61,INR,False,synthetic,2025-08-25 10:57:00+00:00
H001,suite,agoda,2025-09-15,14353.28,INR,True,synthetic,2025-08-25 09:17:00+00:00
H001,suite,makemytrip,2025-09-15,15652.67,INR,True,synthetic,2025-08-25 09:12:00+00:00
H001,suite,booking,2025-09-15,14188.04,INR,True,synthetic,2025-09-08 12:10:00+00:00
H001,suite,expedia,2025-09-15,14511.22,INR,True,synthetic,2025-09-08 11:27:00+00:00
H001,suite,agoda,2025-09-15,13846.21,INR,True,synthetic,2025-09-08 11:22:00+00:00
H001,standard,booking,2025-09-16,6691.93,INR,True,synthetic,2025-08-26 11:35:00+00:00
H001,standard,agoda,2025-09-16,5589.19,INR,True,synthetic,2025-08-26 11:54:00+00:00
H001,standard,makemytrip,2025-09-16,6666.98,INR,True,synthetic,2025-08-26 09:03:00+00:00
H001,standard,booking,2025-09-16,6056.62,INR,True,synthetic,2025-09-09 10:57:00+00:00
H001,standard,expedia,2025-09-16,6192.33,INR,False,synthetic,2025-09-09 11:40:00+00:00
H001,standard,agoda,2025-09-16,5863.53,INR,False,synthetic,2025-09-09 10:17:00+00:00
H001,standard,makemytrip,2025-09-16,5942.2,INR,True,synthetic,2025-09-09 09:27:00+00:00
H001,deluxe,booking,2025-09-16,8453.62,INR,True,synthetic,2025-08-26 10:04:00+00:00
H001,deluxe,expedia,2025-09-16,8386.45,INR,False,synthetic,2025-08-26 10:53:00+00:00
H001,deluxe,agoda,2025-09-16,7485.49,INR,False,synthetic,2025-08-26 10:29:00+00:00
H001,deluxe,makemytrip,2025-09-16,8342.05,INR,True,synthetic,2025-08-26 11:34:00+00:00
H001,deluxe,expedia,2025-09-16,7895.65,INR,True,synthetic,2025-09-09 10:09:00+00:00
H001,deluxe,agoda,2025-09-16,7606.04,INR,True,synthetic,2025-09-09 11:02:00+00:00
H001,deluxe,makemytrip,2025-09-16,8578.17,INR,True,synthetic,2025-09-09 10:42:00+00:00
H001,premium,booking,2025-09-16,10115.85,INR,True,synthetic,2025-08-26 11:59:00+00:00
H001,premium,expedia,2025-09-16,9740.52,INR,False,synthetic,2025-08-26 10:53:00+00:00
H001,premium,agoda,2025-09-16,9470.1,INR,True,synthetic,2025-08-26 09:56:00+00:00
H001,premium,makemytrip,2025-09-16,10143.41,INR,True,synthetic,2025-08-26 10:25:00+00:00
H001,premium,booking,2025-09-16,9408.07,INR,True,synthetic,2025-09-09 12:21:00+00:00
H001,premium,expedia,2025-09-16,9746.9,INR,True,synthetic,2025-09-09 11:18:00+00:00
H001,premium,agoda,2025-09-16,9967.21,INR,True,synthetic,2025-09-09 10:18:00+00:00
H001,premium,makemytrip,2025-09-16,10074.12,INR,True,synthetic,2025-09-09 10:02:00+00:00
H001,suite,booking,2025-09-16,15308.98,INR,True,synthetic,2025-08-26 12:38:00+00:00
H001,suite,expedia,2025-09-16,15832.01,INR,True,synthetic,2025-08-26 10:58:00+00:00
H001,suite,agoda,2025-09-16,14769.35,INR,True,synthetic,2025-08-26 09:51:00+00:00
H001,suite,makemytrip,2025-09-16,16816.49,INR,True,synthetic,2025-08-26 10:31:00+00:00
H001,suite,booking,2025-09-16,16248.98,INR,True,synthetic,2025-09-09 10:55:00+00:00
H001,suite,expedia,2025-09-16,14265.17,INR,True,synthetic,2025-09-09 10:21:00+00:00
H001,suite,agoda,2025-09-16,13472.79,INR,False,synthetic,2025-09-09 11:01:00+00:00
H001,suite,makemytrip,2025-09-16,14886.81,INR,True,synthetic,2025-09-09 09:25:00+00:00
H001,standard,booking,2025-09-17,6483.04,INR,True,synthetic,2025-08-27 10:42:00+00:00
H001,standard,expedia,2025-09-17,5886.2,INR,False,synthetic,2025-08-27 12:02:00+00:00
H001,standard,agoda,2025-09-17,5588.75,INR,True,synthetic,2025-08-27 09:32:00+00:00
H001,standard,booking,2025-09-17,6458.87,INR,True,synthetic,2025-09-10 11:21:00+00:00
H001,standard,expedia,2025-09-17,6375.1,INR,True,synthetic,2025-09-10 09:33:00+00:00
H001,standard,agoda,2025-09-17,5782.66,INR,False,synthetic,2025-09-10 10:56:00+00:00
H001,standard,makemytrip,2025-09-17,6503.63,INR,False,synthetic,2025-09-10 12:22:00+00:00
H001,deluxe,booking,2025-09-17,7726.18,INR,True,synthetic,2025-08-27 09:14:00+00:00
H001,deluxe,expedia,2025-09-17,8069.08,INR,False,synthetic,2025-08-27 09:42:00+00:00
H001,deluxe,agoda,2025-09-17,7612.05,INR,True,synthetic,2025-08-27 11:39:00+00:00
H001,deluxe,makemytrip,2025-09-17,7777.02,INR,True,synthetic,2025-08-27 10:25:00+00:00
H001,deluxe,booking,2025-09-17,7735.86,INR,True,synthetic,2025-09-10 12:00:00+00:00
H001,deluxe,expedia,2025-09-17,8006.86,INR,True,synthetic,2025-09-10 11:18:00+00:00
H001,deluxe,agoda,2025-09-17,7466.19,INR,True,synthetic,2025-09-10 11:26:00+00:00
H001,deluxe,makemytrip,2025-09-17,8580.65,INR,True,synthetic,2025-09-10 11:00:00+00:00
H001,premium,booking,2025-09-17,11327.96,INR,False,synthetic,2025-08-27 09:25:00+00:00
H001,premium,expedia,2025-09-17,10224.14,INR,True,synthetic,2025-08-27 09:23:00+00:00
H001,premium,agoda,2025-09-17,9535.17,INR,True,synthetic,2025-08-27 12:34:00+00:00
H001,premium,booking,2025-09-17,9876.71,INR,False,synthetic,2025-09-10 09:42:00+00:00
H001,premium,agoda,2025-09-17,9611.23,INR,True,synthetic,2025-09-10 10:02:00+00:00
H001,premium,makemytrip,2025-09-17,10437.57,INR,True,synthetic,2025-09-10 09:36:00+00:00
H001,suite,booking,2025-09-17,14945.16,INR,True,synthetic,2025-08-27 12:10:00+00:00
H001,suite,agoda,2025-09-17,14671.87,INR,True,synthetic,2025-08-27 12:33:00+00:00
H001,suite,makemytrip,2025-09-17,15412.75,INR,False,synthetic,2025-08-27 11:28:00+00:00
H001,suite,agoda,2025-09-17,14876.06,INR,True,synthetic,2025-09-10 11:31:00+00:00
H001,suite,makemytrip,2025-09-17,15898.22,INR,True,synthetic,2025-09-10 10:49:00+00:00
H001,standard,booking,2025-09-18,6344.84,INR,False,synthetic,2025-08-28 12:26:00+00:00
H001,standard,expedia,2025-09-18,6509.69,INR,True,synthetic,2025-08-28 12:16:00+00:00
H001,standard,makemytrip,2025-09-18,6571.25,INR,True,synthetic,2025-08-28 10:15:00+00:00
H001,standard,booking,2025-09-18,6144.46,INR,True,synthetic,2025-09-11 11:48:00+00:00
H001,standard,expedia,2025-09-18,6107.48,INR,True,synthetic,2025-09-11 10:19:00+00:00
H001,standard,agoda,2025-09-18,6357.64,INR,True,synthetic,2025-09-11 09:00:00+00:00
H001,standard,makemytrip,2025-09-18,6624.04,INR,True,synthetic,2025-09-11 09:10:00+00:00
