hotel_id,room_type,stay_date,day_of_week,is_weekend,season,holiday_flag,holiday_name,local_event_score,event_names,weather_score,search_demand
H001,deluxe,2025-09-03,2,False,monsoon,False,,0.0,,0.3759,0.68
H001,premium,2025-09-03,2,False,monsoon,False,,0.0,,0.3759,0.6623
H001,suite,2025-09-03,2,False,monsoon,False,,0.0,,0.3759,0.6303
H001,standard,2025-09-04,3,False,monsoon,False,,0.0,,0.3413,0.8857
H001,deluxe,2025-09-04,3,False,monsoon,False,,0.0,,0.3413,0.872
H001,premium,2025-09-04,3,False,monsoon,False,,0.0,,0.3413,0.8493
H001,suite,2025-09-04,3,False,monsoon,False,,0.0,,0.3413,0.8083
H001,standard,2025-09-05,4,False,monsoon,False,,0.0,,0.3526,0.5207
H001,deluxe,2025-09-05,4,False,monsoon,False,,0.0,,0.3526,0.5127
H001,premium,2025-09-05,4,False,monsoon,False,,0.0,,0.3526,0.4993
H001,suite,2025-09-05,4,False,monsoon,False,,0.0,,0.3526,0.4752
H001,standard,2025-09-06,5,True,monsoon,False,,0.0,,0.3221,0.2424
H001,deluxe,2025-09-06,5,True,monsoon,False,,0.0,,0.3221,0.2386
H001,premium,2025-09-06,5,True,monsoon,False,,0.0,,0.3221,0.2324
H001,suite,2025-09-06,5,True,monsoon,False,,0.0,,0.3221,0.2212
H001,standard,2025-09-07,6,True,monsoon,False,,0.0,,0.3367,0.604
H001,deluxe,2025-09-07,6,True,monsoon,False,,0.0,,0.3367,0.5947
H001,premium,2025-09-07,6,True,monsoon,False,,0.0,,0.3367,0.5792
H001,suite,2025-09-07,6,True,monsoon,False,,0.0,,0.3367,0.5512
H001,standard,2025-09-08,0,False,monsoon,False,,0.0,,0.3321,1.0
H001,deluxe,2025-09-08,0,False,monsoon,False,,0.0,,0.3321,1.0
H001,premium,2025-09-08,0,False,monsoon,False,,0.0,,0.3321,1.0
H001,suite,2025-09-08,0,False,monsoon,False,,0.0,,0.3321,1.0
H001,standard,2025-09-09,1,False,monsoon,False,,0.0,,0.3573,0.8926
H001,deluxe,2025-09-09,1,False,monsoon,False,,0.0,,0.3573,0.8788
H001,premium,2025-09-09,1,False,monsoon,False,,0.0,,0.3573,0.8559
H001,suite,2025-09-09,1,False,monsoon,False,,0.0,,0.3573,0.8146
H001,standard,2025-09-10,2,False,monsoon,False,,0.0,,0.4681,0.7026
H001,deluxe,2025-09-10,2,False,monsoon,False,,0.0,,0.4681,0.6917
H001,premium,2025-09-10,2,False,monsoon,False,,0.0,,0.4681,0.6737
H001,suite,2025-09-10,2,False,monsoon,False,,0.0,,0.4681,0.6412
H001,standard,2025-09-11,3,False,monsoon,False,,0.0,,0.4957,1.0
H001,deluxe,2025-09-11,3,False,monsoon,False,,0.0,,0.4957,1.0
H001,premium,2025-09-11,3,False,monsoon,False,,0.0,,0.4957,1.0
H001,suite,2025-09-11,3,False,monsoon,False,,0.0,,0.4957,1.0
H001,standard,2025-09-12,4,False,monsoon,False,,0.0,,0.3794,0.5451
H001,deluxe,2025-09-12,4,False,monsoon,False,,0.0,,0.3794,0.5367
H001,premium,2025-09-12,4,False,monsoon,False,,0.0,,0.3794,0.5227
H001,suite,2025-09-12,4,False,monsoon,False,,0.0,,0.3794,0.4975
H001,standard,2025-09-13,5,True,monsoon,False,,0.0,,0.363,0.861
H001,deluxe,2025-09-13,5,True,monsoon,False,,0.0,,0.363,0.8478
H001,premium,2025-09-13,5,True,monsoon,False,,0.0,,0.363,0.8257
H001,suite,2025-09-13,5,True,monsoon,False,,0.0,,0.363,0.7859
H001,standard,2025-09-14,6,True,monsoon,False,,0.0,,0.2144,0.711
H001,deluxe,2025-09-14,6,True,monsoon,False,,0.0,,0.2144,0.7
H001,premium,2025-09-14,6,True,monsoon,False,,0.0,,0.2144,0.6817
H001,suite,2025-09-14,6,True,monsoon,False,,0.0,,0.2144,0.6489
H001,standard,2025-09-15,0,False,monsoon,False,,0.0,,0.401,0.9774
H001,deluxe,2025-09-15,0,False,monsoon,False,,0.0,,0.401,0.9623
H001,premium,2025-09-15,0,False,monsoon,False,,0.0,,0.401,0.9372
H001,suite,2025-09-15,0,False,monsoon,False,,0.0,,0.401,0.892
H001,standard,2025-09-16,1,False,monsoon,False,,0.0,,0.472,0.9046
H001,deluxe,2025-09-16,1,False,monsoon,False,,0.0,,0.472,0.8907
H001,premium,2025-09-16,1,False,monsoon,False,,0.0,,0.472,0.8674
H001,suite,2025-09-16,1,False,monsoon,False,,0.0,,0.472,0.8256
H001,standard,2025-09-17,2,False,monsoon,False,,0.0,,0.3556,0.96
H001,deluxe,2025-09-17,2,False,monsoon,False,,0.0,,0.3556,0.9452
H001,premium,2025-09-17,2,False,monsoon,False,,0.0,,0.3556,0.9205
H001,suite,2025-09-17,2,False,monsoon,False,,0.0,,0.3556,0.8761
H001,standard,2025-09-18,3,False,monsoon,False,,0.0,,0.4547,0.9588
H001,deluxe,2025-09-18,3,False,monsoon,False,,0.0,,0.4547,0.944
H001,premium,2025-09-18,3,False,monsoon,False,,0.0,,0.4547,0.9194
H001,suite,2025-09-18,3,False,monsoon,False,,0.0,,0.4547,0.8751
H001,standard,2025-09-19,4,False,monsoon,False,,0.0,,0.3085,0.562
H001,deluxe,2025-09-19,4,False,monsoon,False,,0.0,,0.3085,0.5534
H001,premium,2025-09-19,4,False,monsoon,False,,0.0,,0.3085,0.5389
H001,suite,2025-09-19,4,False,monsoon,False,,0.0,,0.3085,0.513
H001,standard,2025-09-20,5,True,monsoon,False,,0.0,,0.3058,0.4269
H001,deluxe,2025-09-20,5,True,monsoon,False,,0.0,,0.3058,0.4203
H001,premium,2025-09-20,5,True,monsoon,False,,0.0,,0.3058,0.4094
H001,suite,2025-09-20,5,True,monsoon,False,,0.0,,0.3058,0.3896
H001,standard,2025-09-21,6,True,monsoon,False,,0.0,,0.1994,0.5632
H001,deluxe,2025-09-21,6,True,monsoon,False,,0.0,,0.1994,0.5545
H001,premium,2025-09-21,6,True,monsoon,False,,0.0,,0.1994,0.5401
H001,suite,2025-09-21,6,True,monsoon,False,,0.0,,0.1994,0.514
H001,standard,2025-09-22,0,False,monsoon,False,,0.0,,0.253,0.4396
H001,deluxe,2025-09-22,0,False,monsoon,False,,0.0,,0.253,0.4329
H001,premium,2025-09-22,0,False,monsoon,False,,0.0,,0.253,0.4216
H001,suite,2025-09-22,0,False,monsoon,False,,0.0,,0.253,0.4012
H001,standard,2025-09-23,1,False,monsoon,False,,0.0,,0.3146,0.7826
H001,deluxe,2025-09-23,1,False,monsoon,False,,0.0,,0.3146,0.7705
H001,premium,2025-09-23,1,False,monsoon,False,,0.0,,0.3146,0.7504
H001,suite,2025-09-23,1,False,monsoon,False,,0.0,,0.3146,0.7142
H001,standard,2025-09-24,2,False,monsoon,False,,0.0,,0.4262,0.9307
H001,deluxe,2025-09-24,2,False,monsoon,False,,0.0,,0.4262,0.9163
H001,premium,2025-09-24,2,False,monsoon,False,,0.0,,0.4262,0.8924
H001,suite,2025-09-24,2,False,monsoon,False,,0.0,,0.4262,0.8494
H001,standard,2025-09-25,3,False,monsoon,False,,0.0,,0.4622,0.4298
H001,deluxe,2025-09-25,3,False,monsoon,False,,0.0,,0.4622,0.4232
H001,premium,2025-09-25,3,False,monsoon,False,,0.0,,0.4622,0.4122
H001,suite,2025-09-25,3,False,monsoon,False,,0.0,,0.4622,0.3923
H001,standard,2025-09-26,4,False,monsoon,False,,0.0,,0.3136,0.5011
H001,deluxe,2025-09-26,4,False,monsoon,False,,0.0,,0.3136,0.4933
H001,premium,2025-09-26,4,False,monsoon,False,,0.0,,0.3136,0.4805
H001,suite,2025-09-26,4,False,monsoon,False,,0.0,,0.3136,0.4573
H001,standard,2025-09-27,5,True,monsoon,False,,0.0,,0.3145,1.0
H001,deluxe,2025-09-27,5,True,monsoon,False,,0.0,,0.3145,1.0
H001,premium,2025-09-27,5,True,monsoon,False,,0.0,,0.3145,1.0
H001,suite,2025-09-27,5,True,monsoon,False,,0.0,,0.3145,1.0
H001,standard,2025-09-28,6,True,monsoon,False,,0.0,,0.3657,0.9127
H001,deluxe,2025-09-28,6,True,monsoon,False,,0.0,,0.3657,0.8986
H001,premium,2025-09-28,6,True,monsoon,False,,0.0,,0.3657,0.8752
H001,suite,2025-09-28,6,True,monsoon,False,,0.0,,0.3657,0.833
H001,standard,2025-09-29,0,False,monsoon,False,,0.0,,0.3431,0.5258
H001,deluxe,2025-09-29,0,False,monsoon,False,,0.0,,0.3431,0.5177
H001,premium,2025-09-29,0,False,monsoon,False,,0.0,,0.3431,0.5042
H001,suite,2025-09-29,0,False,monsoon,False,,0.0,,0.3431,0.4799
H001,standard,2025-09-30,1,False,monsoon,False,,0.0,,0.3037,1.0
H001,deluxe,2025-09-30,1,False,monsoon,False,,0.0,,0.3037,1.0
H001,premium,2025-09-30,1,False,monsoon,False,,0.0,,0.3037,0.982
H001,suite,2025-09-30,1,False,monsoon,False,,0.0,,0.3037,0.9347
H001,standard,2025-10-01,2,False,autumn,False,,0.0,,0.7588,0.9659
H001,deluxe,2025-10-01,2,False,autumn,False,,0.0,,0.7588,0.951
H001,premium,2025-10-01,2,False,autumn,False,,0.0,,0.7588,0.9262
H001,suite,2025-10-01,2,False,autumn,False,,0.0,,0.7588,0.8816
H001,standard,2025-10-02,3,False,autumn,True,Dussehra,0.0,,0.862,0.8961
H001,deluxe,2025-10-02,3,False,autumn,True,Dussehra,0.0,,0.862,0.8823
H001,premium,2025-10-02,3,False,autumn,True,Dussehra,0.0,,0.862,0.8593
H001,suite,2025-10-02,3,False,autumn,True,Dussehra,0.0,,0.862,0.8178
H001,standard,2025-10-03,4,False,autumn,False,,0.0,,0.787,0.9365
H001,deluxe,2025-10-03,4,False,autumn,False,,0.0,,0.787,0.9221
H001,premium,2025-10-03,4,False,autumn,False,,0.0,,0.787,0.898
H001,suite,2025-10-03,4,False,autumn,False,,0.0,,0.787,0.8547
H001,standard,2025-10-04,5,True,autumn,False,,0.0,,0.897,0.4427
H001,deluxe,2025-10-04,5,True,autumn,False,,0.0,,0.897,0.4358
H001,premium,2025-10-04,5,True,autumn,False,,0.0,,0.897,0.4245
H001,suite,2025-10-04,5,True,autumn,False,,0.0,,0.897,0.404
H001,standard,2025-10-05,6,True,autumn,False,,0.0,,0.7577,0.7725
H001,deluxe,2025-10-05,6,True,autumn,False,,0.0,,0.7577,0.7606
H001,premium,2025-10-05,6,True,autumn,False,,0.0,,0.7577,0.7408
H001,suite,2025-10-05,6,True,autumn,False,,0.0,,0.7577,0.7051
H001,standard,2025-10-06,0,False,autumn,False,,0.0,,0.8197,0.9877
H001,deluxe,2025-10-06,0,False,autumn,False,,0.0,,0.8197,0.9724
H001,premium,2025-10-06,0,False,autumn,False,,0.0,,0.8197,0.9471
H001,suite,2025-10-06,0,False,autumn,False,,0.0,,0.8197,0.9014
H001,standard,2025-10-07,1,False,autumn,False,,0.0,,0.8913,1.0
H001,deluxe,2025-10-07,1,False,autumn,False,,0.0,,0.8913,0.9896
H001,premium,2025-10-07,1,False,autumn,False,,0.0,,0.8913,0.9638
H001,suite,2025-10-07,1,False,autumn,False,,0.0,,0.8913,0.9173
H001,standard,2025-10-08,2,False,autumn,False,,0.6,Lakme Fashion Week (autumn),0.953,1.0
H001,deluxe,2025-10-08,2,False,autumn,False,,0.6,Lakme Fashion Week (autumn),0.953,1.0
H001,premium,2025-10-08,2,False,autumn,False,,0.6,Lakme Fashion Week (autumn),0.953,1.0
H001,suite,2025-10-08,2,False,autumn,False,,0.6,Lakme Fashion Week (autumn),0.953,1.0
H001,standard,2025-10-09,3,False,autumn,False,,0.6,Lakme Fashion Week (autumn),0.791,1.0
H001,deluxe,2025-10-09,3,False,autumn,False,,0.6,Lakme Fashion Week (autumn),0.791,1.0
H001,premium,2025-10-09,3,False,autumn,False,,0.6,Lakme Fashion Week (autumn),0.791,0.9975
H001,suite,2025-10-09,3,False,autumn,False,,0.6,Lakme Fashion Week (autumn),0.791,0.9494
H001,standard,2025-10-10,4,False,autumn,False,,0.6,Lakme Fashion Week (autumn),0.8905,0.5569
H001,deluxe,2025-10-10,4,False,autumn,False,,0.6,Lakme Fashion Week (autumn),0.8905,0.5483
H001,premium,2025-10-10,4,False,autumn,False,,0.6,Lakme Fashion Week (autumn),0.8905,0.534
H001,suite,2025-10-10,4,False,autumn,False,,0.6,Lakme Fashion Week (autumn),0.8905,0.5083
H001,standard,2025-10-11,5,True,autumn,False,,0.6,Lakme Fashion Week (autumn),0.758,0.7573
H001,deluxe,2025-10-11,5,True,autumn,False,,0.6,Lakme Fashion Week (autumn),0.758,0.7457
H001,premium,2025-10-11,5,True,autumn,False,,0.6,Lakme Fashion Week (autumn),0.758,0.7262
H001,suite,2025-10-11,5,True,autumn,False,,0.6,Lakme Fashion Week (autumn),0.758,0.6912
H001,standard,2025-10-12,6,True,autumn,False,,0.6,Lakme Fashion Week (autumn),0.8251,1.0
H001,deluxe,2025-10-12,6,True,autumn,False,,0.6,Lakme Fashion Week (autumn),0.8251,1.0
H001,premium,2025-10-12,6,True,autumn,False,,0.6,Lakme Fashion Week (autumn),0.8251,1.0
H001,suite,2025-10-12,6,True,autumn,False,,0.6,Lakme Fashion Week (autumn),0.8251,0.995
H001,standard,2025-10-13,0,False,autumn,False,,0.0,,0.744,1.0
H001,deluxe,2025-10-13,0,False,autumn,False,,0.0,,0.744,1.0
H001,premium,2025-10-13,0,False,autumn,False,,0.0,,0.744,1.0
H001,suite,2025-10-13,0,False,autumn,False,,0.0,,0.744,1.0
H001,standard,2025-10-14,1,False,autumn,False,,0.0,,0.7886,1.0
H001,deluxe,2025-10-14,1,False,autumn,False,,0.0,,0.7886,1.0
H001,premium,2025-10-14,1,False,autumn,False,,0.0,,0.7886,1.0
H001,suite,2025-10-14,1,False,autumn,False,,0.0,,0.7886,1.0
H001,standard,2025-10-15,2,False,autumn,False,,0.0,,0.8551,1.0
H001,deluxe,2025-10-15,2,False,autumn,False,,0.0,,0.8551,0.9938
H001,premium,2025-10-15,2,False,autumn,False,,0.0,,0.8551,0.9679
H001,suite,2025-10-15,2,False,autumn,False,,0.0,,0.8551,0.9212
H001,standard,2025-10-16,3,False,autumn,False,,0.0,,0.7851,0.8198
H001,deluxe,2025-10-16,3,False,autumn,False,,0.0,,0.7851,0.8072
H001,premium,2025-10-16,3,False,autumn,False,,0.0,,0.7851,0.7861
H001,suite,2025-10-16,3,False,autumn,False,,0.0,,0.7851,0.7482
H001,standard,2025-10-17,4,False,autumn,False,,0.0,,0.7896,0.7017
H001,deluxe,2025-10-17,4,False,autumn,False,,0.0,,0.7896,0.6909
H001,premium,2025-10-17,4,False,autumn,False,,0.0,,0.7896,0.6729
H001,suite,2025-10-17,4,False,autumn,False,,0.0,,0.7896,0.6405
H001,standard,2025-10-18,5,True,autumn,False,,0.0,,0.773,0.6394
H001,deluxe,2025-10-18,5,True,autumn,False,,0.0,,0.773,0.6295
H001,premium,2025-10-18,5,True,autumn,False,,0.0,,0.773,0.6131
H001,suite,2025-10-18,5,True,autumn,False,,0.0,,0.773,0.5835
H001,standard,2025-10-19,6,True,autumn,False,,0.0,,0.8077,1.0
H001,deluxe,2025-10-19,6,True,autumn,False,,0.0,,0.8077,1.0
H001,premium,2025-10-19,6,True,autumn,False,,0.0,,0.8077,1.0
H001,suite,2025-10-19,6,True,autumn,False,,0.0,,0.8077,1.0
H001,standard,2025-10-20,0,False,autumn,True,Diwali,0.0,,0.8356,0.7733
H001,deluxe,2025-10-20,0,False,autumn,True,Diwali,0.0,,0.8356,0.7614
H001,premium,2025-10-20,0,False,autumn,True,Diwali,0.0,,0.8356,0.7416
H001,suite,2025-10-20,0,False,autumn,True,Diwali,0.0,,0.8356,0.7058
H001,standard,2025-10-21,1,False,autumn,False,,0.0,,0.7331,1.0
H001,deluxe,2025-10-21,1,False,autumn,False,,0.0,,0.7331,1.0
H001,premium,2025-10-21,1,False,autumn,False,,0.0,,0.7331,1.0
H001,suite,2025-10-21,1,False,autumn,False,,0.0,,0.7331,1.0
H001,standard,2025-10-22,2,False,autumn,False,,0.0,,0.8618,0.6164
H001,deluxe,2025-10-22,2,False,autumn,False,,0.0,,0.8618,0.6069
H001,premium,2025-10-22,2,False,autumn,False,,0.0,,0.8618,0.591
H001,suite,2025-10-22,2,False,autumn,False,,0.0,,0.8618,0.5625
H001,standard,2025-10-23,3,False,autumn,False,,0.0,,0.8481,0.851
H001,deluxe,2025-10-23,3,False,autumn,False,,0.0,,0.8481,0.8379
H001,premium,2025-10-23,3,False,autumn,False,,0.0,,0.8481,0.816
H001,suite,2025-10-23,3,False,autumn,False,,0.0,,0.8481,0.7767
H001,standard,2025-10-24,4,False,autumn,False,,0.0,,0.7664,1.0
H001,deluxe,2025-10-24,4,False,autumn,False,,0.0,,0.7664,1.0
H001,premium,2025-10-24,4,False,autumn,False,,0.0,,0.7664,1.0
H001,suite,2025-10-24,4,False,autumn,False,,0.0,,0.7664,1.0
H001,standard,2025-10-25,5,True,autumn,False,,0.0,,0.8205,0.921
H001,deluxe,2025-10-25,5,True,autumn,False,,0.0,,0.8205,0.9068
H001,premium,2025-10-25,5,True,autumn,False,,0.0,,0.8205,0.8831
H001,suite,2025-10-25,5,True,autumn,False,,0.0,,0.8205,0.8405
H001,standard,2025-10-26,6,True,autumn,False,,0.0,,0.736,0.8998
H001,deluxe,2025-10-26,6,True,autumn,False,,0.0,,0.736,0.886
H001,premium,2025-10-26,6,True,autumn,False,,0.0,,0.736,0.8628
H001,suite,2025-10-26,6,True,autumn,False,,0.0,,0.736,0.8212
H001,standard,2025-10-27,0,False,autumn,False,,0.0,,0.8206,1.0
H001,deluxe,2025-10-27,0,False,autumn,False,,0.0,,0.8206,1.0
H001,premium,2025-10-27,0,False,autumn,False,,0.0,,0.8206,1.0
H001,suite,2025-10-27,0,False,autumn,False,,0.0,,0.8206,1.0
H001,standard,2025-10-28,1,False,autumn,False,,0.0,,0.7402,0.923
H001,deluxe,2025-10-28,1,False,autumn,False,,0.0,,0.7402,0.9087
H001,premium,2025-10-28,1,False,autumn,False,,0.0,,0.7402,0.885
H001,suite,2025-10-28,1,False,autumn,False,,0.0,,0.7402,0.8424
H001,standard,2025-10-29,2,False,autumn,False,,0.0,,0.8501,1.0
H001,deluxe,2025-10-29,2,False,autumn,False,,0.0,,0.8501,1.0
H001,premium,2025-10-29,2,False,autumn,False,,0.0,,0.8501,1.0
H001,suite,2025-10-29,2,False,autumn,False,,0.0,,0.8501,1.0
H001,standard,2025-10-30,3,False,autumn,False,,0.0,,0.6856,1.0
H001,deluxe,2025-10-30,3,False,autumn,False,,0.0,,0.6856,0.9857
H001,premium,2025-10-30,3,False,autumn,False,,0.0,,0.6856,0.96
H001,suite,2025-10-30,3,False,autumn,False,,0.0,,0.6856,0.9137
H001,standard,2025-10-31,4,False,autumn,False,,0.0,,0.7251,0.6929
H001,deluxe,2025-10-31,4,False,autumn,False,,0.0,,0.7251,0.6822
H001,premium,2025-10-31,4,False,autumn,False,,0.0,,0.7251,0.6644
H001,suite,2025-10-31,4,False,autumn,False,,0.0,,0.7251,0.6324
H001,standard,2025-11-01,5,True,autumn,False,,0.0,,0.8237,0.7272
H001,deluxe,2025-11-01,5,True,autumn,False,,0.0,,0.8237,0.716
H001,premium,2025-11-01,5,True,autumn,False,,0.0,,0.8237,0.6973
H001,suite,2025-11-01,5,True,autumn,False,,0.0,,0.8237,0.6637
H001,standard,2025-11-02,6,True,autumn,False,,0.0,,0.8727,1.0
H001,deluxe,2025-11-02,6,True,autumn,False,,0.0,,0.8727,1.0
H001,premium,2025-11-02,6,True,autumn,False,,0.0,,0.8727,1.0
H001,suite,2025-11-02,6,True,autumn,False,,0.0,,0.8727,1.0
H001,standard,2025-11-03,0,False,autumn,False,,0.0,,0.8639,1.0
H001,deluxe,2025-11-03,0,False,autumn,False,,0.0,,0.8639,1.0
H001,premium,2025-11-03,0,False,autumn,False,,0.0,,0.8639,1.0
H001,suite,2025-11-03,0,False,autumn,False,,0.0,,0.8639,1.0
H001,standard,2025-11-04,1,False,autumn,False,,0.0,,0.8828,1.0
H001,deluxe,2025-11-04,1,False,autumn,False,,0.0,,0.8828,1.0
H001,premium,2025-11-04,1,False,autumn,False,,0.0,,0.8828,1.0
H001,suite,2025-11-04,1,False,autumn,False,,0.0,,0.8828,0.9774
H001,standard,2025-11-05,2,False,autumn,True,Guru Nanak Jayanti,0.0,,0.6936,0.8737
H001,deluxe,2025-11-05,2,False,autumn,True,Guru Nanak Jayanti,0.0,,0.6936,0.8602
H001,premium,2025-11-05,2,False,autumn,True,Guru Nanak Jayanti,0.0,,0.6936,0.8378
H001,suite,2025-11-05,2,False,autumn,True,Guru Nanak Jayanti,0.0,,0.6936,0.7974
H001,standard,2025-11-06,3,False,autumn,False,,0.0,,0.7938,1.0
H001,deluxe,2025-11-06,3,False,autumn,False,,0.0,,0.7938,1.0
H001,premium,2025-11-06,3,False,autumn,False,,0.0,,0.7938,1.0
H001,suite,2025-11-06,3,False,autumn,False,,0.0,,0.7938,1.0
H001,standard,2025-11-07,4,False,autumn,False,,0.0,,0.7256,1.0
H001,deluxe,2025-11-07,4,False,autumn,False,,0.0,,0.7256,1.0
H001,premium,2025-11-07,4,False,autumn,False,,0.0,,0.7256,1.0
H001,suite,2025-11-07,4,False,autumn,False,,0.0,,0.7256,1.0
H001,standard,2025-11-08,5,True,autumn,False,,0.0,,0.8101,0.613
H001,deluxe,2025-11-08,5,True,autumn,False,,0.0,,0.8101,0.6035
H001,premium,2025-11-08,5,True,autumn,False,,0.0,,0.8101,0.5878
H001,suite,2025-11-08,5,True,autumn,False,,0.0,,0.8101,0.5594
H001,standard,2025-11-09,6,True,autumn,False,,0.0,,0.8022,0.6866
H001,deluxe,2025-11-09,6,True,autumn,False,,0.0,,0.8022,0.676
H001,premium,2025-11-09,6,True,autumn,False,,0.0,,0.8022,0.6583
H001,suite,2025-11-09,6,True,autumn,False,,0.0,,0.8022,0.6266
H001,standard,2025-11-10,0,False,autumn,False,,0.0,,0.7768,0.8024
H001,deluxe,2025-11-10,0,False,autumn,False,,0.0,,0.7768,0.7901
H001,premium,2025-11-10,0,False,autumn,False,,0.0,,0.7768,0.7694
H001,suite,2025-11-10,0,False,autumn,False,,0.0,,0.7768,0.7323
H001,standard,2025-11-11,1,False,autumn,False,,0.0,,0.8046,1.0
H001,deluxe,2025-11-11,1,False,autumn,False,,0.0,,0.8046,1.0
H001,premium,2025-11-11,1,False,autumn,False,,0.0,,0.8046,1.0
H001,suite,2025-11-11,1,False,autumn,False,,0.0,,0.8046,1.0
H001,standard,2025-11-12,2,False,autumn,False,,0.0,,0.838,1.0
H001,deluxe,2025-11-12,2,False,autumn,False,,0.0,,0.838,1.0
H001,premium,2025-11-12,2,False,autumn,False,,0.0,,0.838,1.0
H001,suite,2025-11-12,2,False,autumn,False,,0.0,,0.838,1.0
H001,standard,2025-11-13,3,False,autumn,False,,0.0,,0.8244,1.0
H001,deluxe,2025-11-13,3,False,autumn,False,,0.0,,0.8244,1.0
H001,premium,2025-11-13,3,False,autumn,False,,0.0,,0.8244,0.9742
H001,suite,2025-11-13,3,False,autumn,False,,0.0,,0.8244,0.9272
H001,standard,2025-11-14,4,False,autumn,False,,0.0,,0.8401,0.7379
H001,deluxe,2025-11-14,4,False,autumn,False,,0.0,,0.8401,0.7266
H001,premium,2025-11-14,4,False,autumn,False,,0.0,,0.8401,0.7076
H001,suite,2025-11-14,4,False,autumn,False,,0.0,,0.8401,0.6735
H001,standard,2025-11-15,5,True,autumn,False,,0.0,,0.713,0.7808
H001,deluxe,2025-11-15,5,True,autumn,False,,0.0,,0.713,0.7688
H001,premium,2025-11-15,5,True,autumn,False,,0.0,,0.713,0.7487
H001,suite,2025-11-15,5,True,autumn,False,,0.0,,0.713,0.7126
H001,standard,2025-11-16,6,True,autumn,False,,0.0,,0.8011,0.6132
H001,deluxe,2025-11-16,6,True,autumn,False,,0.0,,0.8011,0.6038
H001,premium,2025-11-16,6,True,autumn,False,,0.0,,0.8011,0.588
H001,suite,2025-11-16,6,True,autumn,False,,0.0,,0.8011,0.5597
H001,standard,2025-11-17,0,False,autumn,False,,0.0,,0.7331,1.0
H001,deluxe,2025-11-17,0,False,autumn,False,,0.0,,0.7331,1.0
H001,premium,2025-11-17,0,False,autumn,False,,0.0,,0.7331,1.0
H001,suite,2025-11-17,0,False,autumn,False,,0.0,,0.7331,1.0
H001,standard,2025-11-18,1,False,autumn,False,,0.0,,0.8493,0.8023
